repetition,difference_in_means,running_mean
362,5.34424692136453,5.048463565136922
363,5.26836384849787,5.049069351041498
364,4.9711890864983985,5.048855394270775
365,5.099668608924972,5.048994608557499
366,6.486245494927246,5.05292152354758
367,5.756758637309886,5.05483933584666
368,6.069477485103121,5.057596504730509
369,5.513059069592359,5.058830820624444
370,2.9964201136643567,5.05325673763266
371,5.0315321346925685,5.053198180751419
372,5.28512562239392,5.05382164161605
373,4.10358498390265,5.051274090254888
374,4.907269545725583,5.050889051365772
375,5.041072278101183,5.050862873303733
376,6.322544352175051,5.054245004896476
377,4.752003961793704,5.053443304516893
378,5.217704479078748,5.053877857888749
379,3.7897424681671765,5.050542408311649
380,5.802367858055575,5.05252089633729
381,3.46977459571832,5.048366706571886
382,3.193155525160762,5.043510132798558
383,3.916284830420409,5.04056698579496
384,6.423382663882542,5.04416806828998
385,4.191785772458346,5.041954088300806
386,4.765749827753439,5.0412385332216685
387,6.407264454952468,5.044768315965159
388,6.355773304882966,5.048147194802576
389,4.318154642035523,5.046270607263329
390,4.770786500374598,5.045564237758486
391,5.748486075593405,5.047361991819446
392,3.781873747445644,5.044133705481757
393,5.239301186605857,5.044630314848485
394,4.421079240754054,5.0430476979091585
395,4.571845179576641,5.041854780141229
396,4.301047811580986,5.0399840554731465
397,4.4864863931028935,5.0385898548122645
398,6.153770697799146,5.041391816729317
399,3.0733534894061023,5.036459389843795
400,4.660814957843726,5.035520278763795
401,6.048377584740919,5.038046107457005
402,4.655297306315106,5.037093996011379
403,4.741102862405327,5.036359526697219
404,4.393584298309619,5.034768498904181
405,4.443381434501674,5.033308283930348
406,5.993598420674829,5.035673530572575
407,5.784598802204755,5.037513641805086
408,4.194273747148301,5.035446877357399
409,5.305194702998094,5.03610640749344
410,3.4617038926335937,5.032266401359635
411,5.705931548029426,5.033905489307736
412,4.530158682939913,5.032682802884514
413,4.294985240585973,5.030896610239723
414,6.8719580776820095,5.035343618615187
415,5.103341338514838,5.035507468542656
416,5.3848929180297205,5.036347337411616
417,5.2673134469553275,5.03690121297407
418,4.704139425971377,5.036105132143922
419,6.086526469013975,5.038612104308288
420,5.818292766594638,5.040468486837542
421,6.167394898644432,5.043145271663687
422,5.706914782531626,5.044718185196548
423,4.774702103354315,5.044079849305668
424,4.552171178831301,5.042919687347003
425,5.392411530149516,5.043742021094773
426,4.768342202026616,5.043095542646257
427,4.509832862490711,5.04184668391053
428,6.59144061637523,5.045467230481709
429,3.9901099673713105,5.043007190241358
430,4.074415547778926,5.0407546515379575
431,4.474104171771273,5.039439917246155
432,3.8684133783532246,5.036729207665384
433,5.66283314140162,5.038175175179787
434,4.329416820088014,5.036542091412294
435,5.71448208165431,5.038100574148482
436,4.544143102516912,5.036967644167675
437,5.655904325518307,5.038383975246282
438,6.056077584075666,5.040707476636303
439,4.459910885732782,5.039384477568186
440,3.8628119870791977,5.036710449180711
441,5.753480846006141,5.038335778878727
442,4.501409034407985,5.037121012488522
443,3.9447836245344234,5.03465523960375
444,5.8311153192094025,5.036449068611871
445,7.05535184687573,5.040985928787745
446,5.380640073863049,5.041747485166837
447,5.325725160093668,5.042382781978755
448,6.245051017263471,5.045067309289657
449,6.2302640763071935,5.047706945741813
450,3.6326739593262545,5.044562427994222
451,4.674022797799722,5.043740832361862
452,4.898600482987106,5.043419725394219
453,4.418910046801983,5.042041116832205
454,4.498648928888969,5.040844217739819
455,3.908292411976049,5.038355092891987
456,3.9548174717506157,5.035978913898256
457,4.701164337944192,5.035246278064658
458,3.9640336327748287,5.032907385826034
459,6.489945583296802,5.036081760983922
460,5.69986187834715,5.03752476123906
461,3.6335796653316947,5.034479327191538
462,4.968989701312893,5.034337574754572
463,5.273079123738469,5.034853215249138
464,4.837159759871653,5.034427151767721
465,4.236245004974791,5.032710631021929
466,3.835804428565268,5.030142162776314
467,5.672764304341641,5.03151822731928
468,4.658384403575255,5.030720932824101
469,5.4890176496273,5.031698111324747
470,4.731169854158168,5.031058689500989
471,4.788034181797755,5.030542713900769
472,4.143929484680811,5.028664296042253
473,5.590667213666308,5.029852462887123
474,6.0190446910904285,5.031939366322152
475,3.7240770162363788,5.029185971900918
476,6.128223255860675,5.031494873757977
477,6.355052453303024,5.034269627593502
478,5.310516682536786,5.034847550302588
479,5.413402466508231,5.035637852841639
480,5.60045529757771,5.036814555851506
481,5.112656575655137,5.0369722315683525
482,6.5003664205991925,5.0400083190974625
483,6.86294104074301,5.0437825069269575
484,5.385501082842993,5.044488537042486
485,4.117121502278437,5.04257644006359
486,6.488182159344568,5.045550937428366
487,6.2109434991037915,5.047943940635092
488,6.584354112972136,5.051092322135783
489,5.42505379601576,5.051857069526131
490,4.3004241266227865,5.05032353290796
491,5.268132006742931,5.050767134687665
492,4.473502430004004,5.0495938324423735
493,3.7855508732406804,5.047029850780706
494,5.773207572774979,5.048499846169358
495,4.967371305277666,5.048335950127154
496,5.277978279368611,5.048798938694173
497,4.2968971527510575,5.047286057837144
498,5.2610554192633145,5.047715313582979
499,4.601573113680146,5.046821241038084
500,5.49365635710231,5.047714911270213
501,5.03472946533816,5.047688992216456
502,4.028675020278769,5.045659083905823
503,4.422057350041584,5.044419319027366
504,5.379269537522575,5.045083704381522
505,3.463075659081312,5.041951015182908
506,5.831323190459486,5.043511039244719
507,5.342385674811737,5.0441005355673365
508,5.363032010453892,5.044728353431287
509,5.0242188787725155,5.04468805976791
510,4.552934446902256,5.043723836997585
511,4.99504942775458,5.043628583750534
512,5.701531907936996,5.044913551180586
513,4.990104826857191,5.044806711562022
514,4.3239093843017145,5.043404187579026
515,5.42655821180486,5.04414817597558
516,4.2780640086460835,5.04266351673657
517,5.897303005014294,5.044316591181981
518,5.422924870318653,5.0450474951957585
519,4.321766072745987,5.043653889372155
520,5.7109685140879805,5.0449371867273785
521,5.205180774354375,5.0452447559934575
522,6.043933153550242,5.0471579521573595
523,5.032022538602547,5.047129012552092
524,5.806636701839324,5.04857845470722
525,5.094321410632489,5.048665584147078
526,5.033711510429342,5.0486371543491355
527,4.276592636135732,5.047172174238673
528,5.2719052713330115,5.047597805104383
529,3.8105362253294146,5.045259314405375
530,5.905118685571978,5.046881690577387
531,3.765204585769098,5.044467986048558
532,5.836336025392569,5.045956459806724
533,4.101656219155075,5.044184789561599
534,5.061808569500158,5.044217792894817
535,6.361388214460341,5.04667979368279
536,4.639954616505179,5.0459209780537275
537,2.9446327568688986,5.042007964606456
538,3.741557411860626,5.039590770270497
539,5.365713181625793,5.040195821126443
540,6.272579392588597,5.042478012925447
541,6.061454210675393,5.044361517912046
542,5.78894493371034,5.045735288051895
543,5.17625948905237,5.04597566411267
544,5.2505377087285865,5.04635169728292
545,6.468006303512105,5.048960237844808
546,7.04350114335211,5.052613243166251
547,3.8393662539690894,5.050395241357846
548,6.052543082154926,5.052223978293607
549,4.855362443531291,5.051865396263074
550,4.126580311257669,5.0501830597448825
551,5.162566877755765,5.050387023116953
552,3.548491870569194,5.047666198565236
553,4.322869460361417,5.046355535385845
554,6.248538987301593,5.048525541616739
555,5.653313099381236,5.049615248928027
556,5.21121721428878,5.0499058999448625
557,6.3018716699744814,5.052153594325525
558,6.1853216821887145,5.054184361508076
559,5.086605189103835,5.054242359410752
560,4.796745920887744,5.053782544341961
561,5.4335332781916605,5.054459461871105
562,4.5060920779091305,5.0534837191950155
563,4.966449751193778,5.0533291295538065
564,2.425404707708168,5.048669689089541
565,5.290395509354298,5.0490975223997445
566,6.12163949512032,5.050992472881583
567,6.697643586866249,5.053896619467093
568,6.288493951429793,5.0560702063191405
569,4.625469155261172,5.0553134382153475
570,4.814637173982376,5.05489119915529
571,5.316973672071214,5.055350187724319
572,6.0543852169693935,5.057096752460762
573,4.6689426937933405,5.056419345726613
574,4.654556146909741,5.055719235624144
575,4.991560179346209,5.055607654656705
576,5.224620976849465,5.05590108056329
577,6.372993289259881,5.058183736037633
578,4.400522987843786,5.057045914673977
579,4.348589664325061,5.055822328749366
580,4.77320709012362,5.055335061096564
581,4.984964524215997,5.055213941411743
582,5.7272362171693345,5.056368618861499
583,4.321203162376932,5.055107614647975
584,4.481549337674835,5.054125494310692
585,5.255701424149038,5.054470068549732
586,5.512489726389489,5.055251672061403
587,4.764358090809949,5.054756112297773
588,4.72164665867389,5.054189599621542
589,4.033588409037549,5.0524568301978
590,5.590871673925747,5.053369397729542
591,5.981547223560526,5.054939918585432
592,4.080975893298813,5.053294709083259
593,5.256343149898797,5.053637117921059
594,5.475501456939526,5.054347327246005
595,5.883237281818992,5.055740419606632
596,5.581105907816067,5.0566219053251045
597,4.800005592219691,5.056192062254577
598,5.438025927582885,5.0568305804240214
599,6.407953255788222,5.0590862109338115
600,5.4960407517357766,5.0598144685018145
601,4.780982848133391,5.059350522378074
602,5.350330297709249,5.059833877486597
603,7.473139050834703,5.063836041953178
604,5.72587188454537,5.064932127785284
605,4.922042004019531,5.064695945762531
606,5.792038024380915,5.065896180215697
607,4.962759060422073,5.065726267333005
608,5.909852570715401,5.067114632963569
609,4.816379185531261,5.066702916301118
610,6.449062785792407,5.068969080021596
611,4.849696932557322,5.06861020580316
612,6.4554742710850945,5.070876323556888
613,5.783768068144923,5.072039279094553
614,5.870200805507764,5.073339216433987
615,4.453355714133181,5.0723311131782145
616,5.90571683547779,5.073684012078051
617,4.060545443394631,5.072041972258467
618,6.239237318463246,5.073930637867212
619,4.847361950562231,5.073564614139741
620,3.892819044922163,5.071660185802293
621,4.057169923537884,5.070026546088502
622,5.720794837218577,5.071072797360415
623,7.383660659538101,5.074784816400828
624,4.782154911175269,5.074315858219378
625,4.591903414426838,5.073543998309309
626,6.298859142487373,5.075501370744099
627,3.754522648753934,5.073394546626092
628,5.711245787836546,5.074410233315918
629,5.2243264643040845,5.074648573905724
630,4.523923587133126,5.073774407260053
631,4.427749810302288,5.072750596488329
632,4.644663325561893,5.0720732432115465
633,4.434990004019369,5.071066792596709
634,4.182212804945223,5.069664814698205
635,5.07942469331806,5.0696801845857955
636,4.762859954874031,5.0691977628409655
637,3.9712351547360214,5.067474116674396
638,4.1901528953647755,5.06609900504225
639,6.711538466253579,5.068674027673253
640,5.970477717982817,5.070083095939362
641,6.20116429188127,5.071847653187321
642,5.923178418831981,5.073173713569945
643,5.332966685270776,5.073577746185343
644,5.463566512159574,5.074183318803316
645,4.148002313204529,5.072747379259751
646,5.61191244453525,5.073582000103831
647,4.205201531723986,5.07223983554683
648,5.896623496976957,5.073512032555209
649,5.94411201103091,5.074853480904171
650,4.837100975079025,5.074487707818285
651,4.227360397112193,5.073186436987708
652,5.143616024691823,5.073294457827745
653,4.5180234142570725,5.072444119323043
654,5.500676706513175,5.073098909211712
655,6.214102006457736,5.074840898673156
656,6.662389910048972,5.077260942897815
657,3.692287790698643,5.075152916790967
658,4.616565474752392,5.074455975389693
659,5.437452773470312,5.0750068051288135
660,5.322827975987778,5.075382291751327
661,5.168071818587904,5.075522517964393
662,4.3830764095806956,5.074476526864116
663,5.519830630489338,5.075148252510609
664,3.9778809129126813,5.073495741456997
665,5.41428188619669,5.074008201825027
666,4.884250589909044,5.0737232804858134
667,4.316978019561162,5.072588729869735
668,6.103118096240763,5.074131438502027
669,4.552589320287225,5.073351853870913
670,3.779290622103659,5.0714204191966346
671,4.900828147874563,5.071166183322831
672,5.468795238896007,5.071757893226957
673,4.9990590450553185,5.071649871164295
674,4.906289049423023,5.071404528698804
675,5.196646613083686,5.071590072527522
676,4.949967859513876,5.07141015801123
677,4.830279023811727,5.071053982037523
678,5.208667743903959,5.071256952187769
679,3.2347543597106068,5.0685522355567265
680,4.779815476287254,5.068127622675449
681,5.381042706854828,5.0685871161911304
682,5.472254047652001,5.069179003187408
683,4.468492794623515,5.068299521183654
684,6.442365775805328,5.07030838997696
685,4.370746581169911,5.0692871318619135
686,4.331520532515469,5.06821167034683
687,4.158541459780238,5.066887550680795
688,5.430083284303677,5.06741545145641
689,5.001564212632971,5.067319876363778
690,5.328139944106098,5.067697876461955
691,5.443747119368055,5.068242086654294
692,5.205488156003867,5.068440419124452
693,5.65423766301673,5.069285725392695
694,3.49795048676134,5.067021553579106
695,5.387361977879749,5.067482475052919
696,5.476829046554755,5.06807061667864
697,5.137274818378415,5.068169905346789
698,4.4301226479762335,5.067255797528206
699,5.566727139749133,5.067970348804631
700,5.146535585677157,5.068082584857306
701,4.7664438186350395,5.067652287045291
702,5.471118850560714,5.068227025739758
703,5.804363787646551,5.069274161958687
704,5.057358959640169,5.069257236955393
705,5.030793354269889,5.0692026782565485
706,6.231159728862828,5.070848509772988
707,5.046439029853218,5.070813984341701
708,4.399323475857898,5.069865551420114
709,5.771960180275016,5.070855811827526
710,4.541935206057801,5.07011085322785
711,3.7527368315810463,5.068258006502608
712,5.269595913536591,5.068540784461926
713,5.641965774362774,5.069345027084507
714,5.172781606681127,5.069489896243606
715,4.041976462963802,5.068052814518739
716,4.622405956046947,5.067430402705232
717,4.939388797592514,5.067251823060722
718,4.404743847942925,5.066329110003456
719,5.365490642253576,5.066745190020494
720,5.893648023040342,5.067893666177465
721,5.7112616630953426,5.068785993496354
722,4.717329907992919,5.068299212214493
723,5.2264463391721705,5.068517949596177
724,4.862260288057001,5.068233063323333
725,4.862040087515211,5.06794865921877
726,6.04871352935983,5.069299575017862
727,5.720854124258068,5.070195798606913
728,5.252430135641461,5.070446120498445
729,6.319518609923591,5.072159525833732
730,6.008071350175086,5.0734415968259805
731,4.893677610678594,5.073195681660252
732,4.715753152503808,5.072707372194191
733,4.74386800153512,5.0722587509518196
734,5.251321848938446,5.072502706126188
735,5.079747237580676,5.072512562631569
736,4.579555296952904,5.071842783737983
737,5.718275396953885,5.072719897188751
738,5.427425714612156,5.073200528377671
739,5.470373959331695,5.0737379755102205
740,4.899367361485531,5.073502339545322
741,6.36145252508414,5.075240463952257
742,5.60895777238261,5.07595975951618
743,5.220358764962526,5.07615410541853
744,5.105196950452736,5.076193141500566
745,3.750846546827262,5.074414152782883
746,3.4909727433551723,5.072291577167028
747,6.226377668840371,5.073836538467796
748,5.942520478284337,5.074997880633326
749,6.045929913745724,5.076294185083409
750,5.018021278795672,5.076216487875025
751,6.246024827312141,5.077774155437525
752,4.244707918474674,5.0766663545905
753,5.719127728913477,5.0775195569468385
754,5.738717964309998,5.078396477911512
755,5.356524899879318,5.078764859927363
756,5.441301511412021,5.07924440576266
757,6.064417556830392,5.080545823399474
758,4.725510789751581,5.08007743945007
759,5.770093796874249,5.080986551910444
760,5.270412740173725,5.081235796895001
761,4.036156965797218,5.079862500139288
762,5.514000154927231,5.08043223459439
763,3.697022295615639,5.078619115408311
