repetition,difference_in_means,running_mean
764,3.2128237091134366,5.076176974824155
765,6.555688207821831,5.078110976435917
766,3.9471634299085423,5.076634543607551
767,5.04403560786227,5.076592041735655
768,6.728582200567438,5.0787430705883
769,4.856020085750643,5.07845344381998
770,4.806855899193991,5.07810071973605
771,5.852549787004193,5.079105193234453
772,5.493474682644774,5.079641941277731
773,5.7851741918043444,5.080554660877377
774,5.117736202706908,5.080602699045115
775,4.701344087523239,5.080113333094765
776,5.9169081021087635,5.081191676869267
777,4.4759307178914725,5.080412705236092
778,5.63857109974596,5.081130132478392
779,6.111824494351097,5.082453231787599
780,4.361490483919084,5.081528920572383
781,4.274554905238645,5.080495663190393
782,6.464989693795687,5.082266115914953
783,4.144524057720716,5.08106848876528
784,4.675504894477527,5.080551188262362
785,5.81550426861638,5.081487434224596
786,5.82467362095818,5.082432963724258
787,4.571848789049255,5.081784190948304
788,3.505480446074202,5.079783805485266
789,4.71872279668672,5.079326186969679
790,5.602842366033826,5.079988865677355
791,6.4871112433829055,5.08176778145195
792,5.665741183161302,5.082505121605624
793,5.9070767443038505,5.0835449344967945
794,4.21092770743337,5.082445920356916
795,4.461150044202412,5.081664416110181
796,3.896431584157895,5.080175430140391
797,5.500608979415347,5.0807029502775
798,5.884014570850496,5.081709606443631
799,4.456071944252059,5.080926580583567
800,6.4310564270521695,5.082614242891652
801,3.95311732441661,5.081204134379199
802,4.016830188918718,5.079876984821269
803,5.463080668126807,5.080354199868972
804,5.378520596708512,5.0807250535963835
805,4.121557929414308,5.0795335416408784
806,5.775556953189522,5.0803970942606655
807,5.779460002917034,5.081263343218108
808,5.39017868524995,5.081645664185969
809,4.970499945108827,5.0815082776358125
810,4.3422791654158885,5.080595649102207
811,3.823091804035016,5.079045089490534
812,4.233980548620082,5.078004369612614
813,4.289137298913005,5.0770340534124925
814,4.399972761481649,5.076202282783585
815,4.536460647609573,5.075540023108525
816,3.5537325578212062,5.073675062979496
817,6.047420812472609,5.074866918242033
818,5.267291787437543,5.075102156468434
819,4.91567504651772,5.074907495772524
820,3.8500230889389258,5.073413734300775
821,3.98911485316367,5.0720930292080375
822,5.3431960815998,5.072422838274209
823,5.231801287037726,5.072616493740506
824,5.125126873715843,5.072680219929797
825,5.353421712577145,5.073020512648157
826,5.132229063527518,5.07309219370249
827,5.408524586004475,5.073497795144211
828,5.211313064434179,5.073664238706154
829,4.3074820420227695,5.072740014102194
830,4.99100689965114,5.072641540470325
831,5.4994641776931985,5.0731551657858756
832,6.077179224255502,5.074361925471536
833,6.059821307395765,5.075544949939633
834,6.697574234538429,5.077489829177761
835,3.491083793106611,5.075589941709412
836,4.319922190012051,5.0746860329155155
837,5.394548245766714,5.075068186096939
838,6.129463554917294,5.076326414460686
839,5.099858356814195,5.0763544620677825
840,4.209760014241468,5.075322802010847
841,3.9663588810654744,5.074004176658949
842,4.940074541367238,5.073845115334374
843,5.498298319943359,5.074348618542689
844,3.80315763005369,5.072842468082394
845,4.907268286294425,5.07264652230513
846,5.2818198110632295,5.072893772055435
847,5.342491549250326,5.073212069313045
848,4.492285278002782,5.072527014134613
849,3.111556634567904,5.070217272815924
850,4.282722010239652,5.069290807801129
851,4.635585960898965,5.068781166382911
852,5.495234817753712,5.069281698837573
853,5.824001151658351,5.0701664813145015
854,3.9331851837156933,5.068835121481248
855,5.352103843765235,5.069166429928363
856,4.014787438851485,5.0679346787705635
857,5.127974460559443,5.068004736858999
858,6.161876295178374,5.069279645435128
859,6.0628569240675745,5.070436312814211
860,5.1542214215982085,5.07053373735931
861,4.836124164036349,5.070261484660908
862,4.998564349437828,5.070178309330024
863,4.976085380580315,5.070069279285122
864,3.9296561099939282,5.06874935663548
865,6.0857187800969115,5.069925043830233
866,4.99147180963223,5.069834451181043
867,4.821164521970985,5.069547634653697
868,4.272325276206374,5.068629175715393
869,4.733013303880199,5.068242966426745
870,3.429043963845416,5.066358829642168
871,6.111965883968793,5.067559296983531
872,3.866462929975654,5.066181892892926
873,6.514435696125851,5.067840831957339
874,5.781924634531549,5.068657861479735
875,4.387203434728704,5.067879056420591
876,6.322145861020239,5.069310867841367
877,5.520395934964682,5.069825217974917
878,4.801737687165769,5.069519879101558
879,4.960163610807811,5.069395469240018
880,4.364864451738114,5.068594865811038
881,5.680143927790212,5.06928901911635
882,5.5179216081572235,5.069797672845421
883,4.550150962733582,5.069209171474966
884,5.192936777332932,5.069349134830008
885,4.672587288257262,5.068900816359305
886,6.189022955730138,5.07016506256627
887,6.330410932728753,5.071585858361267
888,6.695903718186294,5.073415045140349
889,4.2229366648810185,5.072458376546132
890,4.486231632979965,5.071799694811788
891,6.851936341599718,5.073797603506274
892,5.274728792177797,5.0740228626864
893,4.906136234678641,5.073834859743502
894,4.83734912859137,5.073570334317157
895,6.743658895433924,5.075436355055835
896,5.018020309112629,5.075372274647417
897,4.908923892742038,5.075186713463576
898,5.2507540446253245,5.075382222741038
899,4.6258247379699355,5.074882158798022
900,3.521622403725374,5.07315631462572
901,3.219902300925213,5.07109942892794
902,5.836074617255804,5.071947516719877
903,5.364012267187846,5.072270954981747
904,6.096816840384989,5.073404302200113
905,5.763349146873466,5.0741666721942265
906,6.641462380912138,5.075896579157492
907,5.5278210819895435,5.07639484211541
908,4.487309616514963,5.07574606984052
909,5.01460664964452,5.075678809752295
910,4.687702949786626,5.075252462653432
911,5.133335730795011,5.07531622035721
912,6.372860145512945,5.076738965889179
913,5.727390011290112,5.077451617636605
914,6.3874703601924026,5.078884898536558
915,3.7265903451587405,5.077406980991881
916,5.10360214239229,5.077435578329656
917,5.3805714254486645,5.077766151772533
918,5.4998580170461935,5.078225946832744
919,4.747793886810129,5.077866390728258
920,4.335075295402305,5.0770590091029035
921,5.8211788033188725,5.077866956762205
922,5.442347752945082,5.078262272159366
923,4.978266937692567,5.078153934852251
924,5.16601920721898,5.078249027138363
925,5.153183754628245,5.078330037654569
926,4.643709630785722,5.0778606851633485
927,5.230295030362484,5.078025123507685
928,5.588403008340649,5.078575099676686
929,5.019707571525501,5.07851173312324
930,3.999145685196666,5.077351124469556
931,5.494617888404932,5.077799316482375
932,5.863049352136372,5.078641859439085
933,5.091392322605003,5.078655525530367
934,5.023813501214903,5.078596808159579
935,4.013756402242464,5.077457941415283
936,5.140700033509006,5.07752550775299
937,6.427357011307578,5.078966096337361
938,4.799922979549905,5.07866860900603
939,4.596122710276006,5.078154715610151
940,4.052988525106741,5.077064113279829
941,5.615026801365005,5.077635805828273
942,5.206228881398047,5.077772316524206
943,5.580130593356898,5.078305040041526
944,4.97301506646933,5.078193504052573
945,5.219827071340788,5.0783433808433545
946,4.50523685711012,5.077737559993741
947,5.14264834449439,5.077806103588779
948,4.832025583893582,5.077546841437202
949,4.770073330101567,5.077222844059609
950,5.035880115877262,5.077179325398364
951,3.9824614104221467,5.076028202459378
952,4.155824499973335,5.075061601931556
953,5.143609125531285,5.075133530078041
954,4.124572298386028,5.07413713465698
955,6.237426542008684,5.075355238748448
956,4.138801712166227,5.074375580247839
957,5.381365081240915,5.07469636342547
958,4.374203058238322,5.073965159557843
959,5.112636931815871,5.074005484659258
960,3.9891825129008964,5.0728754607303435
961,4.863154202997748,5.072657228412203
962,5.673675263328278,5.0732819872842585
963,4.273826490940891,5.07245181542928
964,6.148501660529135,5.073568049708429
965,6.174038353723034,5.07470843344316
966,6.516349876135742,5.0762008158890115
967,4.459843842781069,5.0755634250171315
968,4.80418364161352,5.075283074001218
969,4.773514044002155,5.074971650853644
970,4.198079375104683,5.074067638198234
971,4.933689930775003,5.073923067953719
972,4.629858289574415,5.073466211185839
973,4.743500830789799,5.0731270895204785
974,6.466651207670282,5.07455781243439
975,5.133680281421718,5.07461845086412
976,5.915158109327379,5.075479659530578
977,4.412392533727328,5.074800962370085
978,4.85058677425323,5.074571704509023
979,5.60049913869598,5.075108913328418
980,6.023131171082355,5.076076282979187
981,6.0846582664980815,5.077104399170338
982,5.86589694623143,5.077907650236591
983,6.531796992936073,5.079386683138626
984,4.1076209940192,5.078399116381391
985,4.098534119860787,5.077404329582893
986,6.06692729469772,5.0784079025698246
987,6.077674892086165,5.079420331130631
988,6.5501564515107376,5.080908930442757
989,5.859634564068557,5.081696317332167
990,5.645116768605163,5.082265428899109
991,4.1030333381369815,5.081277303681388
992,5.155352583029654,5.081351976342021
993,4.75104457552662,5.081019340490243
994,5.663366824175142,5.081605203149886
995,5.043854425071416,5.081567262669404
996,4.149584354455811,5.080631536857945
997,5.2397513675148275,5.080791135484482
998,5.218295063530292,5.080928914971501
999,4.42816184699484,5.080275494483036
1000,5.252596124107967,5.080447815112661
1001,4.727461972348664,5.080095181903107
1002,5.413602528323267,5.080428023566201
1003,5.45671181140716,5.080803181879103
1004,4.1346599221476765,5.0798608081144305
1005,4.974792606740564,5.0797562626404265
1006,4.3436655912434645,5.079024562171841
1007,4.385278611302866,5.0783356386853775
1008,6.02105821792442,5.079270879339385
1009,6.287177095407799,5.080468011367203
1010,5.536650102527133,5.080919676803994
1011,5.066475777920573,5.080905390059303
1012,4.986829915365362,5.080812430104071
1013,5.1822323328187565,5.080912548468055
1014,4.530162389077162,5.080369402354257
1015,6.280273014488429,5.081551573400694
1016,5.247556323421776,5.081714963902683
1017,5.897889143189005,5.082517495052424
1018,5.376827178260484,5.082806600831607
1019,6.408972893668931,5.084108039784343
1020,4.7423319333860405,5.083772965170226
1021,3.8829064309496033,5.082596798143566
1022,5.040821025255269,5.0825559216534595
1023,4.207804425344335,5.081700837101838
1024,5.470422950491383,5.082080448540695
1025,5.562068409201331,5.082548729477924
1026,2.695027396889742,5.0802217106352465
1027,6.20649605787068,5.08131837504346
1028,4.533215711832938,5.080785201246562
1029,5.373192751222604,5.081069367961796
1030,6.366573026310093,5.082317429766018
1031,4.663071225536058,5.08191078941274
1032,5.250480137491849,5.08207413180429
1033,4.958168394935569,5.0819541843339415
1034,3.4258773440939763,5.080352562631583
1035,5.109009828710526,5.080380250811369
1036,4.992713806966989,5.080295630691828
1037,4.382525944715709,5.079622757320588
1038,5.919275338609779,5.080431671175394
1039,4.502344147938331,5.079875282798843
1040,5.642403971100677,5.080416175768363
1041,4.209984676512363,5.079580026393478
1042,5.0817675855793,5.079582125778493
1043,3.6528434609837603,5.078214207595564
1044,5.059819507833012,5.078196588151347
1045,4.324113074697365,5.077474977133687
1046,5.59767640256355,5.077972301632187
1047,4.987353775884401,5.077885750986773
1048,5.77481899157479,5.078550763620923
1049,5.151267321403651,5.078620083504414
1050,4.819496019367676,5.078373298681427
1051,3.6298440901107654,5.076995059662806
1052,5.301783165035189,5.0772087365690535
1053,5.884445185454368,5.077975342883284
1054,4.482573994929666,5.0774104459687175
1055,4.405133759950644,5.076773216882445
1056,5.347188299529449,5.077029291771315
1057,4.53293970272415,5.076514542869662
1058,5.047582055684188,5.076487196473456
1059,5.113344383781296,5.0765220002386195
1060,5.4527004641481085,5.076876885581931
1061,5.1180087098673255,5.076915652617072
1062,3.9192527980250134,5.075825574599565
1063,5.724601706344089,5.076435900217387
1064,5.0002284974001725,5.076364276718499
1065,6.5011631391503215,5.077702116025947
1066,3.688662578934043,5.076399077060569
1067,5.3681436714559965,5.0766725021724675
1068,4.2781051895899935,5.075924779969675
1069,5.7462893670027455,5.076551874999641
1070,5.325272838542702,5.076784324498279
1071,4.991802937428261,5.0767049767979335
1072,4.209952692793891,5.075896439219572
1073,4.042485544489637,5.074933334937437
1074,6.236454021461711,5.076014825334574
1075,7.033097459692918,5.077835367320023
1076,4.562435321530245,5.07735637099494
1077,4.57504268898505,5.076889970175989
1078,5.530882147520273,5.077311113197644
1079,6.695303176027764,5.078810642449572
1080,4.89415803409409,5.078639667812205
1081,6.709908187999638,5.080148704371121
1082,3.532137660720565,5.078718010245751
1083,4.021600021386135,5.077741908686323
1084,6.98225001729471,5.079498834985778
1085,2.8489407767866766,5.077443021107253
1086,5.491937894880934,5.077824692261741
1087,5.413796328382972,5.07813377380371
1088,4.891973041732882,5.077962670189676
1089,4.933598140826419,5.077830104047009
1090,4.319750709859264,5.077134618364268
1091,3.9925566674750854,5.076140504752088
1092,5.246962351622969,5.07629693501479
1093,6.004617621713265,5.0771462677565085
1094,6.369588999350668,5.078327659650104
1095,5.48953099026555,5.0787031878059175
1096,4.391579277007949,5.078076249931103
1097,4.206160599467665,5.07728143165356
1098,5.853419792947406,5.077988297192079
1099,3.738971153178298,5.076769901246662
1100,5.952358616719977,5.077565890988001
1101,5.229097542117088,5.077703521915457
1102,5.08785430152183,5.07771273314922
1103,4.746124486880021,5.077412109172547
1104,4.821795345034644,5.07718057224851
1105,5.874566465721884,5.077902188441699
1106,4.354714833132363,5.077248311990243
1107,5.331292044395539,5.077477800456734
1108,4.731870681206502,5.077165880674017
1109,5.270552230504592,5.077340259709032
1110,5.124237952971072,5.077382509883142
1111,4.504246711132026,5.076866636076884
1112,5.600302662205152,5.07733735192772
1113,4.605853859786919,5.076913736930289
1114,4.420354630805235,5.0763243660989374
1115,5.281780562945755,5.076508631746333
1116,4.316727612114846,5.075827824381072
1117,3.827578440680128,5.0747103226946795
1118,4.649612135116669,5.074330091757669
1119,4.917819417400409,5.074190225203283
1120,5.881339239415368,5.074910893965973
1121,5.0712478123792835,5.074907626274994
1122,4.851254012647857,5.074708291503491
1123,6.336931737119066,5.075832266076612
1124,5.086947297990378,5.0758421548950405
1125,4.5105460294664255,5.075339669450215
1126,5.194993566182262,5.075445934012144
1127,4.948713567305816,5.075333482932547
1128,5.44757732979113,5.075663486342883
1129,4.6593000580791255,5.075294696769575
1130,5.207852921801219,5.0754120049333205
1131,4.3470650089492295,5.074768019967817
1132,6.24908670605442,5.075805403966127
1133,6.240193761098013,5.076833107723525
1134,7.1403624056215875,5.078652798462412
1135,4.59684343566542,5.078228296821181
1136,4.368493242547061,5.077603530048052
1137,5.489570190605605,5.077965857805799
1138,5.694098895374211,5.078507275237757
1139,5.123624673537989,5.078546886649785
1140,5.1525505894595085,5.078611802178566
1141,5.354668577396026,5.078853745013989
1142,3.8166299597837536,5.077748470245836
1143,5.664960661781521,5.078262216695124
1144,4.452411298240506,5.077715144213957
1145,5.331503679072398,5.077936793589379
1146,5.396869372626057,5.078215094269167
1147,5.4119439635744016,5.078506052306922
1148,6.06562707832137,5.07936591382784
1149,5.225734050426041,5.079493301240023
1150,6.01158180734663,5.080303812984464
1151,4.837814982537893,5.080093136328993
1152,6.180342049421341,5.081048213510497
1153,5.276835192087319,5.081218020083417
1154,6.24049361495171,5.082222591656094
1155,6.095558618306669,5.083099938865315
1156,4.7473559446351885,5.082809502884147
1157,4.506435209735216,5.0823113401415805
1158,4.74994163382398,5.082024319669804
1159,4.813905187655635,5.08179298305892
1160,5.510083875174558,5.082162199345227
1161,5.267694561790364,5.082322003274982
1162,3.585986667712163,5.08103427923405
1163,6.340641571830275,5.082117346553565
1164,4.852091811517099,5.08191973011453
1165,3.9310559923114994,5.080931864245171
1166,5.351720660280762,5.081164101634568
1167,5.566668616379815,5.0815801294963885
1168,4.901200290107894,5.081425694702391
1169,5.868066881893597,5.082098612741049
1170,5.7770770625494094,5.082692611416099
1171,5.134436523904412,5.082736799214979
1172,5.409507282575774,5.083015613620577
1173,5.368261158464932,5.083258789703138
1174,5.7914894293118095,5.083862052598886
1175,4.720940715310618,5.083553183375663
1176,4.348730976978516,5.082928334560699
1177,5.607717850080434,5.08337420500719
1178,5.9953536124175315,5.084148381074601
1179,5.487764847704739,5.0844907190446005
1180,5.909743170497848,5.085190085528884
1181,4.829699623562561,5.0849737515221385
1182,3.872830305174773,5.083948249452471
1183,6.7194495183679095,5.085330752638367
1184,6.3416389943281715,5.086391823788443
1185,5.012041341111285,5.086329080765086
1186,5.5191689809599325,5.086694038522418
1187,4.253796893513282,5.085992356007667
1188,4.139946551933448,5.0851960211557525
1189,6.06360904639007,5.086018908477229
1190,5.750970721933626,5.086577691513746
1191,5.464332946660463,5.086894866371132
1192,4.499262353812426,5.086401886075361
1193,6.645422045893042,5.0877086925798185
1194,3.6964907424862616,5.086543518417262
1195,5.6373643007162,5.087004456310398
1196,6.559691023098175,5.088235799593666
1197,6.417025499197315,5.089345899593335
1198,5.721206259542541,5.089873328942207
1199,5.207800026568535,5.08997168315207
1200,5.593464000407877,5.090391260083117
1201,5.567518753117085,5.090788535264661
1202,5.604152734702382,5.0912156269447255
1203,5.845055733627774,5.091842260449865
1204,5.970253371192015,5.0925718377843685
1205,4.091285373205807,5.091740894660237
1206,6.205373950110712,5.092664305153977
1207,6.2847471205669265,5.093651946260367
1208,5.254109091482107,5.093784775022968
1209,5.512260723148032,5.094130908975098
1210,6.017468441595042,5.094893997845031
1211,5.3161840304833845,5.095076731150265
1212,5.321772969476797,5.095263774251196
1213,4.88250089420616,5.09508837204176
1214,4.99200063378639,5.0950034562771345
1215,4.13796685103371,5.094215771828375
1216,6.901387927755131,5.0957019331408135
1217,5.359611156540623,5.095918785419697
1218,6.332321242976533,5.096933894169743
1219,3.632932028148957,5.09573290822551
1220,3.2566543252633977,5.094225466764065
1221,4.716612003284155,5.093916201028209
1222,5.341901175869694,5.094119134722843
1223,5.002091039373582,5.094043886893448
1224,5.819430878846745,5.094636523324782
1225,6.445182434976935,5.095739009783274
1226,7.297334083955796,5.097534764329907
1227,5.075802558389128,5.097517052670624
1228,4.877546192796089,5.097337923305905
1229,4.334087788036456,5.096716889835385
1230,3.5817091992347656,5.095485176265791
1231,5.022341750812245,5.095425758373465
1232,4.01971128157119,5.094552613505931
1233,4.848214806432324,5.094352826152262
1234,4.636145254497123,5.093981507212509
1235,4.851871735475427,5.093785466911507
1236,4.522935254444988,5.093323613988799
1237,6.135402938839434,5.094166038665316
1238,3.4882906449377202,5.092868885681691
1239,5.943870763376225,5.0935557314264
1240,3.6285038886044845,5.09237423800477
1241,4.637383013679951,5.092007605269616
1242,4.513729743084198,5.09154200312615
1243,5.650548538498214,5.09199172680706
1244,5.008446504854348,5.091924568268514
1245,7.050181505436747,5.093497465406801
1246,6.638398563298367,5.094737353928384
1247,4.9356703514075235,5.094609794182978
1248,6.0504827706359805,5.095375718042315
1249,5.564727371375113,5.0957514999905404
1250,4.958350847286354,5.095641579468377
1251,4.475457862732753,5.095145829095286
1252,6.050189113215993,5.095908643219984
1253,4.996540895499024,5.095829339351092
1254,3.032033379972532,5.094183569048558
1255,5.18898388871915,5.09425910715188
1256,3.5938622094716237,5.093064523634619
1257,3.7415826205258753,5.091989359033897
1258,3.8499448578218534,5.0910020422602775
1259,5.473829660983526,5.091306115031305
1260,6.552877461537058,5.092466092290437
1261,4.835521570313077,5.092262329782921
1262,4.961735152000969,5.09215890095742
1263,4.238231972097623,5.091482790958323
1264,5.434237516515566,5.09175395767158
1265,4.987418362300829,5.091671478940062
1266,4.484170293472403,5.091191620183769
1267,4.685591248416685,5.0908714936077875
1268,5.949528964116553,5.0915486682690725
1269,5.204307251372214,5.091637524520532
1270,5.811584801361747,5.0922044121400925
1271,5.704981402616625,5.092686534083819
1272,5.151972839649389,5.09273314281461
1273,4.905940690869983,5.092586408759665
1274,4.928556447010067,5.092457656827365
1275,5.403108340988453,5.0927013044227865
1276,4.378715796011534,5.092141754651304
1277,5.393307520009557,5.092377593151976
1278,5.193637222260591,5.092456826038603
1279,4.392827634980449,5.0919098133794485
1280,4.334113657931965,5.091317785133005
1281,5.7191507790664105,5.091807896759807
1282,4.347487032048363,5.091227303261593
1283,4.035317058467669,5.090404302291371
1284,5.258232482111424,5.090535009596527
1285,5.1738307569773525,5.090599831189819
1286,4.059148308279973,5.089797769352408
1287,6.069353313573288,5.090558884771384
1288,6.455035989246653,5.0916182614052925
1289,4.751944684161643,5.091354744277873
1290,4.120138916871213,5.0906018637915125
1291,3.1010780198538015,5.089060791875217
1292,6.250072960486428,5.089959408104792
1293,5.681077247926368,5.090416575807669
1294,4.303303505848078,5.089808296773698
1295,2.9232722839251153,5.0881352959915755
1296,5.251875148451106,5.088261638470325
1297,6.2428511257426464,5.089151838537613
1298,4.136879772134634,5.0884181928778265
1299,5.655931975163469,5.088855078006607
1300,5.9644280860507735,5.089528595705102
1301,3.2840963072666227,5.088140869119062
1302,4.135966087342453,5.087409552082367
1303,4.864784646800686,5.087238696437485
1304,5.8918904225643445,5.087855760644637
1305,5.365689669538611,5.0880686601916825
1306,5.127980929528846,5.088099220887959
1307,3.815994535556513,5.087125919675004
1308,5.351064132352093,5.087327707299375
1309,6.523244249767089,5.088424664169098
1310,5.742940862540422,5.088924294854878
1311,5.048090621168299,5.088893147887917
1312,5.12412052052899,5.088919998019502
1313,5.0349644587935956,5.088878904691837
1314,6.1000369310277875,5.089648431348104
1315,6.0424824021782655,5.090373019919078
1316,6.071734432348478,5.091118735278067
1317,5.326609090657286,5.091297543444642
1318,4.510280189912791,5.090856710854709
1319,4.426832559201486,5.0903532808686185
1320,4.044046609280656,5.089560624299233
1321,4.058007548596194,5.088779736278262
1322,5.340618797668526,5.08897023481184
1323,6.321415638070498,5.089901788404629
1324,5.33808899752475,5.090089240979492
1325,5.150371069134792,5.090134736698855
1326,5.855505022228641,5.090711939025801
1327,5.368225722103517,5.090921067724427
1328,3.489246088417815,5.089714987167721
1329,4.972816398451215,5.089627027356798
1330,5.795968810859037,5.090158111404543
1331,5.824889684353124,5.09071012610999
1332,5.727929159673138,5.09118851877783
1333,5.651978246489918,5.091609216247981
1334,4.146721765409637,5.090900904815569
1335,5.684431575993514,5.091345497078623
1336,5.148328359228017,5.091388148921549
1337,3.9898306327284416,5.09056424651602
1338,5.892681402425666,5.091163736169166
1339,4.666822386324881,5.090846827020664
1340,3.499922132145457,5.089659569785683
1341,6.101891473863404,5.0904144034203425
1342,4.560634739589418,5.09001963466935
1343,4.967136469799243,5.08992813566349
1344,4.992688916996656,5.089855785054363
1345,3.5947357984486814,5.088744171681422
1346,4.675833920909724,5.088437403293033
1347,4.709116511214958,5.088155799067288
1348,4.803214467290914,5.087944418257365
1349,4.3954194148521,5.087431056505396
1350,4.767896765852157,5.087194364438246
1351,3.9440982636607487,5.0863482533347835
1352,5.271460581224474,5.086485170737069
1353,5.113855792132242,5.086505400316814
1354,6.246574238527899,5.087362171984622
1355,5.174889562785296,5.087426767844991
1356,5.095808146430002,5.0874329488026495
1357,4.949328092987415,5.087331176617082
1358,4.223861858613219,5.08669533764948
1359,5.283566680181224,5.0868402025078545
1360,6.4349066409621685,5.087831427830247
1361,4.070768265357302,5.087084136748342
1362,4.6683582265575865,5.086776702159362
1363,4.587713964748275,5.086410551948496
1364,3.549461370948933,5.085283756361253
1365,5.164563625935912,5.085341836851784
1366,5.507737168149177,5.085651057445706
1367,5.427022239363566,5.085900780329332
1368,3.534998884230589,5.084767080112886
1369,5.9619138337063475,5.085407800897103
1370,4.380449921322352,5.084893233101794
1371,6.909241502969749,5.086223902882878
1372,5.699072124921358,5.086670585260458
1373,5.408306862678529,5.08690484329208
1374,7.111582733275519,5.088378407986392
1375,4.990878734720084,5.088307499133108
1376,5.953032727640647,5.088935933165453
1377,6.984909855513983,5.090312820545517
1378,5.954382558688437,5.090939866799612
1379,5.053545775131539,5.090912749981868
1380,4.210200176068753,5.09027455246454
1381,5.675081452432849,5.090698018720853
1382,6.105255144969675,5.091432141098747
1383,6.299332845643882,5.092305532786776
1384,5.107255071722591,5.092316334476759
1385,4.85514281734072,5.092145090060055
1386,5.373621842080269,5.092348175739723
1387,5.940474007744285,5.092959657954578
1388,4.572143299466134,5.092584430030595
1389,6.604826009942144,5.0936731568699845
1390,6.328885941645396,5.094561799161189
1391,4.248140184934456,5.093953300516886
1392,5.376504267092599,5.0941562825331035
1393,5.96440471999486,5.094781012208238
1394,5.099618573787865,5.094784482481968
1395,4.102951918721985,5.094073491396835
1396,5.27452899211859,5.0942027575148305
1397,5.803079154633778,5.094710185143406
1398,5.820757922160652,5.095229532594777
1399,4.148659176229586,5.094552927622393
1400,5.4184585245756836,5.094784288763074
1401,5.025638633509928,5.094734934262536
1402,6.438594323311186,5.095693464497236
1403,4.537777866754084,5.095295805482451
1404,4.950689305640367,5.095192809399943
1405,4.299049251242067,5.0946261591806135
1406,4.489637646464146,5.0941958686310285
1407,4.95520093345057,5.094097080475249
1408,5.247346812706766,5.094205922614619
1409,4.020558752091915,5.093443930300549
1410,4.643620048860598,5.09312490627116
1411,5.291065066486723,5.093265189871596
1412,4.454032710280444,5.0928124756509225
1413,4.071716291315397,5.092089831500649
1414,3.7463372376915913,5.091138096993005
1415,5.025334891604572,5.091091592960929
1416,5.604092983869535,5.091453882078802
1417,4.732818358911217,5.09120078714361
1418,5.151242241157846,5.091243129494819
1419,5.099557692195063,5.091248988947038
1420,5.605153747580573,5.0916108937066396
1421,6.107891005746993,5.092326080273874
1422,5.930850904203865,5.092915760178185
1423,4.945590213607247,5.092812228522126
1424,4.817160108083414,5.092618652594853
1425,6.526268790492949,5.0936247228670615
1426,4.314164859223524,5.093078117072079
1427,4.91854780613761,5.092955811318097
1428,5.712358005748513,5.093389566356214
1429,5.4465277653761035,5.093636688958746
1430,5.329449163221767,5.093801592786902
1431,6.4248593149266,5.094731751921871
1432,5.544465586917767,5.09504581186251
1433,5.526384760143571,5.095346816013439
1434,4.667890617304124,5.0950487294034605
1435,3.874334817596406,5.094198057687915
1436,6.547041612103541,5.095209787182634
1437,5.415444102832396,5.095432636393246
1438,4.38850387826902,5.094941030859085
1439,5.299647454978185,5.095083286886965
1440,4.168345258861223,5.094439718811946
1441,4.236109905895447,5.0938440700868135
1442,5.629343653233207,5.094215429021035
1443,2.969612555413377,5.092743077757273
1444,4.695003456118016,5.092467634806
1445,6.035393443526601,5.093120178618262
1446,4.994550384828756,5.093052011402641
1447,5.04309651139269,5.093017487905743
1448,5.786447860692007,5.09349637628474
1449,4.228445266765732,5.092899377589419
1450,4.303009443604907,5.09235462591081
1451,5.936516252822628,5.092936405116124
1452,3.196014462947801,5.091629985045761
1453,4.617583312829524,5.091303731314022
1454,5.582355837148967,5.091641456283647
1455,4.567165090370025,5.0912809914273485
1456,4.9113566864592,5.091157417042068
1457,5.323847354635518,5.0913171218722635
1458,6.28101855300153,5.092133103649444
1459,7.091797641633725,5.093503675642578
1460,6.12733962660289,5.094211782458305
1461,4.102867399003486,5.093533244208165
1462,4.125758066073288,5.092871291281944
1463,4.68677574524952,5.092593714011929
1464,6.800699734644262,5.09376045309706
1465,6.03812820395315,5.094405072722218
1466,4.496454477120508,5.093997193734768
1467,4.804252636986035,5.093799685516125
1468,4.055833639303117,5.093092624176743
1469,3.7385473344984774,5.092170537526179
1470,5.0086616906558845,5.092113728786812
1471,4.883978524288821,5.091972236465603
1472,5.216168884221645,5.092056609188263
1473,4.829389116375481,5.091878287740325
1474,5.739376444937307,5.092317567358505
1475,2.4411827070371146,5.090520187792185
1476,4.718308143337154,5.090268011610306
1477,5.608396386103479,5.090618809426482
1478,5.962606154881456,5.091208787332744
1479,6.322093801422788,5.092041028721581
1480,6.246288742631435,5.092820925825574
1481,5.031690032805997,5.092779649057836
1482,4.630313458496957,5.092467593598619
1483,4.046188556936286,5.091762078401948
1484,4.674805990391221,5.091481110687655
1485,4.449910247059066,5.091049076436053
1486,4.873657989481188,5.090902783645371
1487,6.07345078402291,5.0915635422199355
1488,5.29242276192673,5.0916985282546845
1489,3.351190727584793,5.090529617710245
1490,3.4507511669537934,5.089429095260073
1491,4.732486082729864,5.089189696861327
1492,5.8229402122409795,5.089681486750991
1493,4.039773738278072,5.088978266557775
1494,5.60034394427997,5.08932054612787
1495,4.694741648928911,5.089056613755162
1496,5.713877297384499,5.08947427463994
1497,5.87835358199284,5.090001248125146
1498,6.144984167163244,5.090705509085786
1499,4.372657836975819,5.090226491292517
1500,4.940852895043761,5.0901269088950185
